"Date","Order ID","SKU","Transaction type","Payment Type","Payment Detail","Amount",,"Quantity","Product Title"
"12-Mar-16","111-2153122-5806636","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-2153122-5806636","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Amazon fees","Referral Fee on Item Price","($4.05)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Amazon fees","Shipping Chargeback","($5.55)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Product charges",,"$26.99 ",,"1","Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","109-7367943-4854603","7W-PCJO-3BVK","Order Payment","Other","Shipping","$5.55 ",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Black)"
"12-Mar-16","115-6815103-2889821","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-6815103-2889821","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-6815103-2889821","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-6815103-2889821","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-9239796-2636221","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-9239796-2636221","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-9239796-2636221","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-9239796-2636221","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-2353895-8563402","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-2353895-8563402","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-2353895-8563402","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-2353895-8563402","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","111-2353895-8563402","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Promo rebates",,"($9.99)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-5135609-0237020","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-5135609-0237020","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-5135609-0237020","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-5135609-0237020","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","111-5135609-0237020","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","104-8812965-2911434","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","102-3566652-4392253","7W-PCJM-3BVK","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)"
"12-Mar-16","102-3566652-4392253","7W-PCJM-3BVK","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)"
"12-Mar-16","102-3566652-4392253","7W-PCJM-3BVK","Order Payment","Amazon fees","FBA Weight Handling Fee","($0.96)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)"
"12-Mar-16","102-3566652-4392253","7W-PCJM-3BVK","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)"
"12-Mar-16","102-3566652-4392253","7W-PCJM-3BVK","Order Payment","Product charges",,"$19.99 ",,"1","Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)"
"12-Mar-16","114-2588103-5031461","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","114-2588103-5031461","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","114-2588103-5031461","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","114-2588103-5031461","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","114-2588103-5031461","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2990093-1405067","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2990093-1405067","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2990093-1405067","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2990093-1405067","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($20.45)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($18.10)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($7.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Product charges",,"$79.96 ",,"4","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Promo rebates",,"($39.98)",,"4","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","108-4757926-0315401","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","002-1977380-0249838","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","002-1977380-0249838","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","002-1977380-0249838","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","002-1977380-0249838","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","002-1977380-0249838","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($25.67)",,,
"12-Mar-16","103-2783749-3743428","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2783749-3743428","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2783749-3743428","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","103-2783749-3743428","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16",,,"Service Fees","Amazon fees","FBA Amazon-Partnered Carrier Shipment Fee","($22.40)",,,
"12-Mar-16","107-3326571-7851407","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","107-3326571-7851407","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","107-3326571-7851407","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","107-3326571-7851407","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","107-3326571-7851407","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"12-Mar-16","115-3012634-5082652","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-3012634-5082652","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-3012634-5082652","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-3012634-5082652","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","115-3012634-5082652","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","114-7423080-3123414","13-PAI1-IANH","Order Payment","Amazon fees","FBA Order Handling Fee","($1.00)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"12-Mar-16","114-7423080-3123414","13-PAI1-IANH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($1.06)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"12-Mar-16","114-7423080-3123414","13-PAI1-IANH","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.51)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"12-Mar-16","114-7423080-3123414","13-PAI1-IANH","Order Payment","Amazon fees","Referral Fee on Item Price","($1.65)",,,"Bioworld Regular Show Mordecai Hooded Blue Backpack"
"12-Mar-16","114-7423080-3123414","13-PAI1-IANH","Order Payment","Product charges",,"$10.99 ",,"1","Bioworld Regular Show Mordecai Hooded Blue Backpack"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Pick & Pack Fee","($8.18)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Amazon fees","FBA Weight Handling Fee","($7.24)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Amazon fees","Referral Fee on Item Price","($3.00)",,,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Product charges",,"$19.99 ",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($10.00)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"12-Mar-16","104-9189493-3210627","BQ-4FEP-C3OH","Order Payment","Promo rebates",,"($9.99)",,"1","Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches"
"11-Mar-16","002-0978825-7301842","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","002-0978825-7301842","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","002-0978825-7301842","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","002-0978825-7301842","22-Q94M-YDGP","Order Payment","Product charges",,"$19.99 ",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","002-0978825-7301842","22-Q94M-YDGP","Order Payment","Promo rebates",,"($10.00)",,"1","Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","114-1579703-2000248","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Pick & Pack Fee","($4.09)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","114-1579703-2000248","22-Q94M-YDGP","Order Payment","Amazon fees","FBA Weight Handling Fee","($3.62)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
"11-Mar-16","114-1579703-2000248","22-Q94M-YDGP","Order Payment","Amazon fees","Referral Fee on Item Price","($1.50)",,,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow"
